@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
-0.84,-0.58,0.2,0.15,0.42,0.42,0.21,-0.04,-0.34,-0.67,-0.34,-0.01,0.25,0.11,0.3,-0.07,0.01,-0.17,-0.74,-1,-0.51,-0.69,0.03,0.14,0.42,0.38,0.06,-0.32,-0.14,-0.25,-0.47,-0.56,-1.4,-0.18,1.16,0.43,-0.27,-1.47,-0.36,0.52,0.74,0.19,-0.49,-0.51,-0.2,-0.15,0.16,-0.3,2.37,3.5,4.3,3.55,3.13,-1.06,0.71,-0.56,3.76,3.51,0.12,-0.23,-0.14,-0.32,-0.15,0.91,-0.62,-0.27,-0.27,-0.56,-0.04,0.26,-0.3,0.06,-0.1,-0.03,0.25,-0.29,-0.18,0.39,-0.06,R.16.01
-0.25,-0.71,0.08,0.06,0.33,0.39,-0.179194,0.42,-0.3,0.37,-0.15,0.07,-0.04,0.07,0.12,0.06,0.06,0.18,0.37,-0.4,-0.2,-0.15,0.12,-0.38,-0.2,0.03,-0.01,-0.4,-0.36,-0.25,-0.32,-0.36,-0.71,-0.3,0.4,-0.12,-0.64,-0.43,-0.22,0.19,1.01,-0.51,-0.58,-0.18,-0.6,0.34,-1.06,0.12,1.04,1.62,2.01,1.91,1.45,-0.42,0.42,0.18,1.6,1.95,0.11,0.15,0.23,-0.3,-0.04,0.56,-0.17,-0.12,-0.69,-0.3,0.06,0.45,0.4,0.26,-0.14,-0.0309836,0.14,-0.32,0.03,-0.29,-0.25,R.10.03.01
-0.06,-0.14,-0.18,-0.151852,-0.23,0.2,-0.09,0.03,0.1,0.26,0.08,0.24,-0.06,-0.18,0.15,-0.03,-0.128214,-0.0725,-0.69,-0.01,-0.327407,0.46,0.8,0.66,0.14,0.34,0.1,0.46,0.29,0.01,-0.14,0.18,-0.170385,0.18,0.29,0.36,0.32,0.14,0.03,0.01,-0.14,0.26,0.16,0.15,-0.01,-0.3,-0.22,-0.07,0.38,0.78,2.63,2.23,2.67,-0.81,1.59,1.04,0.7,0.82,0.04,-0.6,-0.84,-0.84,-0.45,-0.36,0.37,-0.58,-0.17,-0.29,-0.03,-0.18,-0.45,-0.07,0.33,-0.23,0.14,-0.58,-0.67,-0.58,-1.6,R.12.10
-0.34,-1.03,-0.03,-0.4,-0.18,-0.38,-0.3,0.08,-0.25,0.08,-0.3,-0.06,-0.25,-0.17,-0.25,0.23,-0.29,0.41,-0.42,-0.67,-0.71,-0.62,-0.01,-0.18,-0.69,-0.29,-0.04,-0.09,-0.25,-0.23,-0.27,-0.45,0.56,0.54,0.16,0.01,-0.04,-0.03,0.1,-0.07,-0.1,-0.09,-0.15,-0.38,-0.42,-0.22,-0.25,-0.27,0.1,0.75,1.84,1.79,1.28,-1.18,0.31,-0.2,0.51,1.07,-0.49,-0.43,-0.18,0.07,-0.1,0.1,-0.49,-0.29,-0.58,-0.25,-0.29,0.29,-0.38,0.1,-0.3,-0.29,0.06,-0.34,-0.56,-0.03,-0.69,R.14.10
-1.4,-1.6,-1.74,-2,-1.15,-0.36,0.6,0.42,0.81,0.29,-0.25,-0.62,-0.94,-0.62,-0.09,0.29,0.7,0.29,-1.51,-1.4,-1.84,-1.32,-1.22,-0.81,-0.54,0.36,0.37,0.73,0.25,0.66,0.45,-0.04,-0.45,-2.18,-1.69,0.5,0.15,1.05,-0.51,-1.74,-0.45,0.64,0.82,0.4,-0.29,-0.86,-0.71,-0.38,1.12,3.82,4.64,3.7,4.33,-2.74,0.84,0.01,0.54,1.46,-1.06,-1.06,-0.51,-1.15,-0.14,-1.15,-0.67,-0.67,-1,-0.71,-0.22,-0.2,-1.32,-0.36,0.04,-0.03,-0.27,-0.27,-0.32,-0.76,-1.56,R.01.04
-0.09,-0.06,0.39,-0.190333,-0.86,-1.25,-1.18,-1.03,-0.17,0.31,0.54,0.11,-0.47,-0.86,-1.12,-0.89,-0.58,0.2,-0.89,-0.45,-0.47,0.07,-0.32,-0.09,-0.49,-0.14,-0.2,-0.06,-0.23,0.04,0.21,0.24,0.42,0.54,-1.36,-1.64,-0.42,0.75,1.12,-0.15,-0.76,-0.71,0.04,0.03,0.84,0.19,-0.04,-0.42,1.42,1.61,2.25,1.94,2.04,-0.6,0.39,-0.14,1.79,1.66,-0.07,-0.09,-0.1,0.2,-0.45,-0.71,0.06,-0.36,-1.09,-0.89,0.18,0.04,0.48,-0.64,-0.06,0.16,0.06,-0.09,-0.2,0.25,-0.4,R.10.03.01
-0.12,-0.3,-0.14,-0.12,-0.01,0.19,0.53,0.3,0.39,-0.18,0.37,-0.01,-0.17,-0.12,0.38,0.46,-0.3,-0.09,-0.67,0.29,-0.01,-0.14,-0.25,-0.09,-0.29,-0.2,0.14,0.12,-0.07,0.24,0.01,-0.34,-0.42,-0.09,-0.2,0.7,-0.23,-0.69,-0.43,0.16,0.69,-0.14,-0.6,0.03,-0.22,-0.06,-0.2,-0.18,0.2,0.71,0.96,1.03,1.24,-0.12,0.12,-0.01,0.5,0.42,-0.2,0.11,-0.09,0.51,0.15,-0.42,-0.38,-0.76,-0.6,-0.38,0.11,0.167407,-0.04,0.15,-0.03,-0.07,-0.36,-0.58,-0.51,-0.23,-0.29,R.42.01
-0.25,-0.36,-0.2,0.01,-0.22,-0.29,-0.23,-0.54,-0.29,-0.14,-0.12,0.01,-0.32,-0.38,-0.25,-0.6,-0.18,-0.38,-0.27,0.07,-0.15,0.07,0.07,-0.38,-0.01,0.3,0.07,0.06,-0.1,-0.03,-0.1,0.11,0.58,0.42,-0.58,0.12,-0.2,-0.178824,0.03,0.15,0.12,-0.14,-0.07,-0.12,0.06,-0.1,0.07,0.46,-0.51,0.55,1.98,1.36,1.73,-1.36,0.64,0.34,-1.09,-0.69,-0.18,-0.4,0.01,-0.3,-0.45,-0.38,0.15,0.21,0.04,0.18,-0.14,0.71,-0.43,0.3,-0.45,-0.71,-0.4,-0.54,-0.67,-0.71,-1.47,R.14.13.01.01
0.19,0.11,-0.07,0.44,0.37,0.37,0.21,0.21,0.64,0.25,0.5,0.45,0.4,0.2,0.16,0.31,-0.06,0.36,-0.58,-0.09,0.04,-0.14,-0.34,-0.14,-0.04,0.12,0.28,0.29,0.15,0.14,0.23,0.31,-0.14,-0.22,-0.12,0.11,0.19,0.43,0.36,0.33,0.21,0.04,0.2,0.82,0.06,-0.04,0.06,0.12,-0.64,0.7,1.97,1.12,2.24,-1.51,1.54,1.37,-0.64,0.7,-0.3,-0.03,-0.3,-0.17,-0.29,-0.84,0.06,-0.4,0.12,-0.04,-0.4,0.7,0.28,0.6,0.32,0.32,0.65,-0.07,-0.3,0.32,0.32,R.20.09.18
-0.62,-0.17,-0.51,-0.1,-0.3,-0.25,-0.45,-0.84,-0.58,-0.2,-0.27,-0.36,0.04,-0.36,-0.43,-0.51,-0.76,-0.71,-1.25,-0.09,0.03,-0.67,-0.2,-0.2,-0.12,0.14,-0.1,0.06,0.12,-0.09,-0.2,0.01,-0.62,0.04,0.04,-0.17,-0.69,-0.6,-0.09,0.19,-0.09,-0.62,-0.67,-0.58,-0.67,-0.71,-0.6,-0.14,-0.23,0.55,1.84,0.93,1.5,-1.25,0.38,-0.2,0.55,1.01,-0.07,0.52,0.28,-0.14,0.1,-0.42,0.28,-0.32,0.14,-0.29,-0.43,-0.6,-1.06,-1.03,-0.019875,-0.12,0.77,0.11,-0.23,0.03,-0.71,R.01.04
1.53,1.14,1.1,0.45,0.15,-0.27,0.03,0.14,0.2,0.39,0.21,0.48,0.03,-0.36,-0.27,-0.03,0.4,0.19,-1,-0.6,-0.47,-0.42,-0.17,0.11,0.07,-0.03,-0.07,0.3,0.32,0.31,0.18,0.18,0.5,0.2,0.07,-0.25,-0.01,0.32,0.49,0.34,0.0128395,-0.38,-0.1,-0.58,0.49,0.51,0.39,-0.29,0.88,2.07,3.07,3,3.39,-0.79,1.3,0.86,1.42,2.15,-0.1,0.18,0.15,-0.1,0.19,-0.1,0.61,0.4,1.53,1.9,-0.23,-0.14,-0.32,0.34,0.19,0.21,0.28,-0.58,-0.56,-0.67,-0.18,R.42.01
-0.36,-0.27,-0.03,-0.1,-0.12,-0.15,-0.25,-0.18,0.37,-0.14,0.36,-0.2,0.03,-0.01,0.01,0.1,-0.23,-0.23,-0.25,-0.29,-0.22,0.07,0.0179167,-0.07,-0.04,-0.32,-0.25,-0.15,-0.36,-0.12,-0.12,-0.27,0.4,0.46,0.16,-0.32,-0.34,-0.14,-0.18,-0.32,-0.04,-0.04,-0.18,0.58,0.03,-0.25,-0.04,-0.14,-0.04,0.11,0.67,0.84,1.1,-0.56,0.37,0.69,0.23,0.54,-0.22,-0.58,-0.49,-0.69,-0.38,-0.07375,-0.25,-0.06,-0.36,-0.32,-0.36,0.16,1.74,0.25,0.07,-0.15,-0.12,-0.47,-1.12,0.16,-0.47,R.16.03.03
0.11,-0.416333,-0.17,-0.14,-0.36,0.39,0.1,0.26,0.14,-0.4,0.07,-0.43,-0.07,-0.25,0.03,-0.0644828,-0.09,-0.25,0.85,-0.22,0.19,0.36,0.08,-0.09,0.08,0.12,0.07,-0.18,-0.09,-0.18,-0.09,-0.18,-0.62,-0.3,-0.58,-4.06,-0.71,0.29,-0.38,-0.14,-0.32,-0.43,-0.47,0.08,-0.69,0.32,-0.36,-0.18,-0.1,0.8,-0.501071,1.58,1.61,-0.71,1.15,0.79,0.21,0.01,-0.12,-0.29,-0.25,-1.06,-0.6,-0.27,0.4,0.06,0.2,0.26,-0.09,0.44,-0.18,-0.56,-0.09,-0.3,-0.2,-0.22,-0.3,0.25,-0.45,R.16.03.01
-0.01,-0.2,0.15,0.07,0.24,0.23,-0.01407,0.49,0.1,-0.07,0.08,0.44,-0.09,-0.12,0.23,0.44,0.11,0.21,0.64,-0.2,-0.189547,0.16,0.15,-0.32,-0.14,-0.14,-0.17,-0.43,-0.06,-0.2,-0.38,-0.14,-0.04,0.28,0.08,-0.45,-0.6,-0.0800714,-0.1,0.67,-0.74,-0.188172,-0.4,0.16,-0.49,-0.18,-0.94,0.16,0.42,0.54,0.48,0.42,0.36,0.1,0.21,-0.42,0.34,0.86,-0.0653129,0.01,-0.01,-0.23,-0.12,0.2,-0.04,-0.45,0.04,-0.1,0.1,-0.2,-0.36,-0.07,-0.01,0.31,0.06,-0.14,-0.32,0.71,0.44,R.20.09.18.09.01
0.58,0.32,0.74,0.85,0.77,0.74,0.55,0.54,0.23,-0.04,0.55,0.31,0.2,0.15,0.39,0.45,0.06,0.19,0.31,-0.42,-0.07,-0.07,0.16,-0.36,-0.36,-0.56,-0.42,-0.45,-0.51,-0.38,-0.29,-0.27,-0.15,0.56,0.44,-0.14,-0.6,-0.3,-0.01,-0.04,0.11,-1.06,-0.54,-0.45,-0.12,-0.23,0.01,-0.2,0.86,0.96,0.75,0.21,0.74,-0.27,-0.15,-0.29,1.2,1.45,-0.25,-0.22,-0.06,-0.27,-0.27,-0.47,-0.18,0.49,-0.64,-0.22,0.06,-0.34,0.94,-0.2,-0.01,0.28,0.26,-0.32,-0.2,0.82,0.33,R.40.01
-0.67,-0.23,-0.56,-0.169412,0.04,-0.15,0.21,-0.3,-0.23,-0.22,-0.25,-0.07,0.01,-0.29,-0.14,-0.06,-0.22,-0.23,-0.04,-0.32,-0.45,-0.15,-0.15,0.08,0.15,0.26,0.38,0.29,0.11,0.19,0.28,0.03,-0.25,-0.06,0.00895307,0.03,-0.07,-0.34,-0.27,0.06,-0.09,0.06,-0.38,-0.34,-0.4,-0.3,-0.58,-0.6,0.41,0.85,0.65,-0.74,0.04,-0.76,-0.45,-0.86,1.08,0.0723105,-0.38,-0.172509,-0.36,0.33,0.26,-0.27,-0.47,-0.51,-0.27,-0.29,0.14,0.69,-0.03,0.32,0.04,-0.38,-0.14,-0.67,-0.69,0.49,-0.237174,R.11.02.03.04
-0.12,-0.04,0.16,-0.01,0.15,-0.03,-0.09,0.34,0.12,-0.3,0.16,-0.3,-0.2,-0.09,-0.03,0.06,-0.32,-0.3,0.2,-0.4,0.03,-0.18,-0.01,-0.04,0.08,-0.0530189,-0.06,-0.3,-0.34,-0.51,-0.42,-0.2,0.06,0.01,0.19,-0.27,-0.23,-0.17,-0.14,-0.23,0.0217857,-0.12,0.01,-0.07,-0.159464,-0.06,0.37,0.08,0.26,0.54,0.54,0.07,0.07,-0.17,0.11,-0.74,0.43,1.1,-0.07,0.23,-0.09,-0.1,-0.36,0.07,-0.15,-0.12,-0.12,-0.25,-0.23,0.4,0.03,-0.34,0.07,0.12,-0.01,-0.3,-0.3,0.78,-0.12,R.20.09.18
-0.51,-0.56,-0.22,0.08,0.46,0.04,0.18,-0.42,-0.47,-0.3,-0.36,0.1,0.28,-0.03,-0.12,-0.38,-0.64,-0.49,-0.84,0.08,-0.49,-0.67,-0.34,-0.81,0.04,-0.2,0.01,-0.23,-0.18,-0.04,-0.43,-0.32,-0.54,-0.29,0.24,-0.34,-1.29,-0.84,-0.32,0.06,-0.07,-0.62,-0.84,-0.64,-0.54,-0.69,-0.92,-0.38,0.28,0.29,-0.3872,0.14,-0.03,-0.32,-0.34,-0.4,1.43,0.77,0.07,-0.09,-0.04,-0.07,0.12,-0.15,-0.22,-0.71,-0.1,-0.38,-0.01,-0.01,-0.6,-0.67,-0.18,0.0639216,0.233529,-0.15,-0.17,-0.86,-0.42,R.01.05
-1.03,-0.22,0.63,0.61,0.29,-0.09,-0.62,-0.86,-1.03,0.19,0.65,0.53,0.24,-0.49,-0.32,-0.45,-0.64,-1.43,-1.15,-0.81,0.19,0.1,-0.03,0.3,-0.62,0.54,-0.01,0.28,-0.14,-0.23,-0.47,-0.04,-0.12,0.96,0.95,-0.49,-1.09,-0.97,0.77,1.07,0.77,-0.51,-0.79,-0.22,0.32,-0.03,0.07,-0.269394,0.14,0.366923,0.239385,-0.43,-0.0281818,0.62,-0.334776,-0.56,0.612308,0.582154,-0.09,-0.76,-0.04,0.2,-0.6,-0.36,-0.36,-0.3,-0.64,-0.29,0.1,0.43,-0.49,-0.54,-0.15,-0.36,-0.67,-0.38,-0.2,-0.64,-0.71,R.10.01.05.01
-0.187152,-0.86,-0.34,0.04,0.2,0.24,0.2,-0.14,-0.23,-0.23,-0.07,-0.23,-0.06,-0.27,0.12,0.2,-0.2,-0.4,-0.4,-0.56,-0.45,-0.38,0.2,0.14,0.07,0.08,0.04,-0.07,-0.45,-0.03,-0.12,-0.18,0.32,0.11,0.16,0.32,0.16,-0.22,-0.09,-0.1,-0.04,0.11,-0.14,-0.69,-0.23,-0.51,-0.51,-0.27,0.68,1.01,0.46,0.15,-0.38,-0.32,-0.22,-0.79,1.66,0.88,-0.49,-0.18,-0.29,-0.1,0.33,-0.38,-0.4,-0.84,-0.27,-0.42,-0.22,-0.45,-0.51,-0.1,0.08,0.18,0.3,-0.38,-0.43,-0.3,-1.15,R.01.04
-0.6,-1.06,-0.36,-0.23,0.19,-0.15,0.12,0.89,-0.25,0.04,-0.32,-0.0414815,-0.1,-0.43,0.04,0.33,0.15,0.67,-1.25,-0.67,-0.2,-0.25,0.29,0.44,0.32,0.03,0.08,-0.0123125,-0.04,-0.12,-0.14,-0.29,0.43,0.46,0.51,0.23,0.23,0.11,0.23,0.38,-0.2,0.06,0.21,-0.0385987,-0.03,-0.18,0.07,-0.14,1.39,0.91,0.49,-0.03,-0.45,0.61,-0.56,-0.81,1.65,0.51,-0.07,-0.86,-0.81,-0.47,-0.0660123,-0.12,0.01,-0.43,-0.45,-0.6,0.06,0.26,-0.07,-0.27,0.15,0.18,0.34,-0.03,0.06,-0.54,-1.15,R.01.04
-0.27,-0.47,-0.32,-0.14,-0.47,-0.1,-0.29,-0.22,-0.23,-0.62,-0.74,-0.12,-0.04,-0.299206,-0.38,-0.23625,-0.17,-0.6,-0.32,-0.27,-2.47,-0.27,0.19,0.11,0.14,-0.06,-0.32,-0.34,-0.09,-0.3,-0.3,0.03,0.3,0.39,0.18,-0.32,-0.38,-0.15,0.21,0.12,-0.14,-0.43,-0.3,-0.45,-0.245588,-0.2,-0.14,-0.4,0.92,0.91,1.04,-0.09,0.24,0.03,-0.51,-1.12,1.37,1.64,-0.2,-0.49,-0.18,-0.29,-0.34,-0.14,-0.2,-0.14,-0.43,0.03,-0.3,0.39,-0.42,-0.22,-0.14,-0.18,0.25,-0.36,-0.62,0.38,-0.56,R.10.01.05.01
-0.64,-0.2,0.9,0.74,0.48,0.07,-0.3,-0.34,-0.47,-0.34,0.4,0.58,0.33,-0.15,-0.25,-0.15,-0.45,-0.38,-1.15,-0.86,-0.58,-0.01,0.24,0.42,0.34,0.12,-0.42,-0.29,-0.34,-0.94,-0.94,-0.49,-0.64,0.62,0.91,-0.42,-0.69,-0.64,-0.38,-0.09,0.16,-0.86,-1.06,-0.49,-0.2,-0.51,-0.49,-0.15,1.13,0.88,0.2,-0.79,-0.6,0.61,-0.34,-0.3,2.51,1.79,-0.15,-0.92,-0.4,-0.06,-0.45,0.5,-0.34,-0.3,-0.6,-0.97,-0.36,0.32,-0.23,-0.36,-0.09,-0.34,-0.23,-0.36,-0.47,-0.97,-0.92,R.10.03.01
-0.45,-0.47,-0.27,0.03,-0.17,0.2,-0.07,-0.17,-0.34,-0.47,-0.64,0.07,-0.07,-0.42,-0.84,-0.38,-0.23,-0.32,-0.86,-0.69,0.07,-0.3,0.19,0.06,0.2,-0.23,-0.3,-0.18,0.08,-0.45,-1.06,-0.29,0.03,0.2,-0.23,-0.34,-0.97,-0.89,-0.1,1.75,-0.23,-1,-1,-0.25,-0.62,-0.04,-0.67,-0.06,1.29,1.16,1.95,0.51,1.28,-0.47,-0.71,-1.6,3.05,2.18,-0.25,-1,-0.07,-0.69,-0.34,0.18,-0.6,-0.25,-0.54,-0.56,-0.58,0.34,-0.51,0.01,-0.27,-0.3,0.19,-0.23,-0.49,0.36,-0.47,R.11.02.03.04
-0.69,-0.79,0.48,0.96,0.78,0.77,0.04,-0.47,-0.79,-0.56,0.06,0.23,0.53,-0.15,0.06,-0.62,-0.22,-0.54,-1.09,-0.36,-0.34,-0.3,0.25,0.25,0.42,0.33,-0.01,0.01,-0.18,-0.27,-0.6,-0.22,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,-0.133582,-0.56,-0.07,-0.36,-0.49,1.88,1.85,1.62,0.64,0.37,0.07,-0.51,-1.6,2.61,2.71,-0.12,-0.54,-0.34,-0.42,-0.49,-0.25,0.24,-0.01,0.01,0.01,-0.06,-0.18,-0.1,-0.47,0.01,0.06,-0.27,-0.69,-0.42,-0.97,-1.09,R.10.01.05.01
-0.43,-0.1,-0.1,-0.15,-0.3,-0.32,-0.29,-0.09,-0.06,-0.04,0.53,-0.15,0.75,-0.06,-0.22,0.11,-0.34,-0.07,-0.27,0.11,0.31,0.36,0.1,0.24,0.29,0.34,-0.04,-0.04,-0.27,-0.36,-0.42,-0.1,-0.97,-0.71,-0.74,-0.49,-0.12,-0.15,-0.32,0.44,0.52,-0.03,-0.03,-0.04,-0.3,-0.23,-0.79,0.06,1.44,1.56,1.52,0.72,0.5,-0.09,-0.29,-1.36,1.97,1.93,-0.4,-0.47,-0.71,-0.15,-0.69,-0.3,-0.47,-0.29,-0.45,-0.64,-0.64,-0.42,-0.18,-0.42,-0.22,-0.12,-0.12,-0.27,-0.47,-0.47,-1.09,R.01.04
-0.84,-0.32,0.43,0.75,-0.01,-0.4,-0.6,-0.67,-0.81,-0.45,0.39,0.45,0.19,-0.56,-0.58,0.2,-0.6,-0.6,-0.84,-0.86,-0.4,-0.36,0.04,0.23,-0.01,-0.09,-0.74,-0.42,-0.3,-0.4,-0.79,-0.51,-0.15,0.82,0.41,-0.69,-0.86,-0.6,0.38,0.25,0.1,-5.06,-0.97,-0.04,-0.27,-0.32,-0.43,-0.3,1.57,1.2,1.13,0.69,0.68,0.14,-0.62,-1.06,2.11,1.74,-0.27,-0.54,-0.03,-0.74,-0.36,-0.1,-0.38,-0.51,-0.69,-0.56,-0.42,0.67,-0.18,-0.25,0.04,-0.29,-0.14,-0.2,-0.14,-0.34,-0.79,R.01.04
-0.62,-0.67,0.56,0.91,1.05,0.08,-0.0158642,-0.74,-0.76,-0.49,0.04,0.7,0.7,-0.14,0.08,-0.23,-0.4,-0.22,-1.47,-1.29,-0.74,-0.27,-0.184906,0.34,0.29,-0.09,0.26,0.01,-0.18,-0.4,-0.6,-0.29,-0.6,0.6,1.26,-0.22,-1.32,-1.51,0.52,0.93,0.59,-0.49,-1.25,-1.51,0.4,0.06,-0.07,-0.38,1.28,0.9,0.69,0.06,-0.18,0.24,-0.67,-1.79,1.84,2.16,-0.29,0.08,-0.18,0.96,0.04,-0.71,-0.22,-0.51,-0.01,0.07,0.23,0.11,-0.29,-0.71,-0.17,-0.3,0.28,-0.2,-0.04,-0.07,-0.92,R.01.04
-0.86,-0.15,0.7,1.07,0.2,0.15,-0.38,-0.0827742,0.19,-0.47,0.04,0.48,0.32,-0.27,-0.122945,0.21,-0.6,-0.22,-1.51,-0.94,-0.62,-0.54,-0.2,0.32,0.54,0.29,-0.07,0.08,0.01,0.07,-0.54,-0.38,-0.51,0.04,0.74,-0.4,-0.81,-1.09,-0.32,0.68,0.33,-0.27,-0.74,-0.38,-0.1,-0.38,-0.1,-0.22,1.1,0.78,0.25,-0.36,-0.81,0.34,-0.67,-0.81,1.94,1.21,-0.17,-0.18,-0.07,-0.17,-0.25,-0.38,-0.22,0.14,-0.197927,-0.27,-0.29,0.41,-0.06,-0.67,-0.14,1.02,-0.12,-0.17,-0.32,-0.36,-0.36,R.01.04
-0.15,-0.71,0.21,0.45,0.49,-0.06,0.12,-0.49,-0.36,-0.14,0.07,0.32,0.2,0.1,-0.09,-0.22,-0.18,-0.47,-1.84,-0.62,-0.94,-0.45,-0.12,-0.34,-0.3,-0.18,-0.4,-0.43,-0.67,-0.64,-1.25,-0.64,0.36,-0.09,0.76,-0.1,-0.34,-0.89,0.2,0.39,-0.86,-0.17,-0.58,-0.51,-0.47,-0.3,-0.29,-0.58,0.85,0.68,0.73,0.11,-0.23,0.2,-0.56,-1.22,1.52,0.95,-0.32,-1.12,0.29,0.23,0.18,-0.01,-0.36,-0.89,-0.92,-0.62,-0.47,0.58,-0.54,-0.64,-0.2,0.1,0.21,-0.17,-0.43,0.18,-0.03,R.10.01.05.01
