@relation 'cellcycle0.names'

@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}
@data
0.51,0.2,-0.27,-0.36,-0.14,-0.12,-0.36,0.14,-0.06,0.04,0.15,-0.21,0.18,-0.16,-0.04,0.1,0.01,-0.03,0.25,0.25,0.01,0.02,0.04,0.13,0.1,-0.03,0.12,0.1,-0.12,0.12,-0.12,-0.16,-0.25,-0.25,0.04,0.04,-0.07,0.02,0.1,-0.31,0.18,0.3,0.3,0.13,-0.1,-0.29,-0.38,0.06,-0.35,-0.02,0.2,-0.06,0.09,-0.05,-0.01,0.08,0.29,-0.24,0.1,0.00409091,0.1,0.11,0.09,-0.25,0,-0.23,-0.11,-0.29,-0.2,0.03,-0.02,0.29,0.41,0.13,0.22,0.21,-0.18,R.16.03.01
-0.03,-0.51,0.01,0.21,0.15,-0.16,-0.05,-0.18,0.19,0.02,0.21,-0.08,0.1,-0.01,-0.1,-0.32,0.09,-0.45,0.04,-0.01,0.28,0.28,-0.66,0.44,-0.48,0.06,0.53,0.01,0.56,0.14,0.66,0.21,0.14,-2.06,0.44,0.14,0.37,-0.2,0.59,-0.1,0.78,-0.6,0.38,-0.36,-0.38,-0.6,-0.42,0.19,-0.42,-0.44,-0.02,0.07,0.04,0.09,0.09,-0.19,-0.26,0.23,-0.08,0.2,0.0564,0.68,0.22,0.12,-0.27,-0.07,-0.01,0.1,0.19,0.12,0.22,0.1,0.04,0.08,0.15,-0.67,-0.08,R.11.04.03.01
0.18,0.15,0.07,0.01,0.17,-0.15,0.07,-0.09,0.04,0.1,0.26,-0.02,0.02,-0.27,-0.09,-0.17,0.12,-0.23,0.12,-0.3,0.26,0.17,-0.24,-0.08,0.11,0.07,-0.31,0.07,-0.27,0.17,-0.37,0.3,-0.51,0.42,-0.43,0.41,-0.24,0.26,-0.2,0.41,-0.39,-0.75,-0.2,0.58,0.52,0.66,-0.1,0.01,-0.22,-0.08,0.1,-0.52,-0.05,-0.4,-0.11,0.41,0.35,0.36,-0.08,0.19,0.00718062,-0.1,0.24,0.49,0,-0.22,0.03,-0.19,-0.14,-0.19,-0.03,0.23,-0.08,-0.03,0.19,0.1,-0.15,R.01.04
-0.58,-0.67,-0.03,-0.45,0.27,-0.17,-0.16,0.1,0.02,0.06,0.13,-0.08,0.12,-0.24,0.16,-0.36,0.24,-0.38,0.37,-0.2,0.36,-0.24,-0.44,-0.35,-0.12,0.19,0.44,0.39,0.22,0.35,0.41,0.25,0.04,0.35,0.06,-0.06,-0.05,-0.14,-0.07,0.06,0.16,-0.85,-0.32,-0.26,-0.43,0.18,-0.01,-0.25,0.35,0.2,0.56,-0.19,-0.27,-0.11,-0.06,0.214172,-2.34,-0.25,0.16,0.65,0.48,0.23,0.83,-0.84,-0.32,0.24,0.08,0.25,0.16,0.09,0.18,0.09,0.38,0.17,0,-0.28,-0.22,R.12.01.01
0.07,0.46,-0.07,0.11,-0.16,0.13,0.59,0.16,0.2,-0.15,0.27,-0.4,0.13,0.03,0.04,-0.17,-0.08,-0.43,0.06,-0.23,0.11,-0.09,-0.17,-0.06,0.24,0.21,-1.02,0.19,-0.74,0.1,-0.92,0.32,-0.29,0.52,-0.29,0.55,-0.31,0.08,-0.42,0.21,-0.52,0.03,-0.02,0.68,0.68,0.98,-0.76,-0.33,-0.27,-0.31,-0.1,-0.15,-0.37,-0.19,0.2,0.18,0.32,0.48,0.38,0.0602326,0.18,0.43,0.31,-0.4,-0.25,-0.14,-0.16,0.11,0,-0.27,0.09,0.17,0.16,0.19,0.23,0.03,0.24,R.01.07.01
0.78,0.56,-0.79,0.2,-0.04,-0.0918797,-0.38,-0.22,0.2,-0.1,0.43,0.25,-0.08,-0.24,-0.47,-0.06,0.04,-0.06,0.13,0.28,0.04,0.28,-0.12,-0.08,0.63,0.98,0.42,0.53,-0.14,-0.22,-0.87,-0.3,-0.44,-0.04,-0.26,0.62,0.3,0.53,0.08,-0.4,-0.37,-0.4,-0.33,0.07,-0.16,-0.04,-0.41,0.11,0.38,0.49,0.62,0.93,0.58,0.28,-0.4,-0.48,-0.55,0.05,0.03,-0.04,-0.010463,-0.64,-0.95,-0.9,-0.87,-0.44,0.21,0.13,0.47,0.24,0.43,0.41,0.46,0.04,-0.03,-0.11,-0.04,R.43.01.03.05
0.0964052,0,-0.208194,-0.38,-0.11,0.09,0,-0.05,-0.05,0.34,0.15,0.05,-0.47,0.09,-0.25,0.24,0.23,0.27,-0.27,-0.067351,0.03,-0.31,-0.87,0.6,-0.08,-0.06,0.6,-0.43,0.27,-0.23,-0.06,-0.55,0.91,-0.01,0.69,-0.5,0.82,-0.26,-0.13,-0.76,0.57,0.25,0.78,-0.5,-0.51,-0.55,0.73,0.71,0.64,0.29,-0.55,-0.15,-0.04,-0.15,-0.11,-0.11,0,0.1,0.23,-0.11,-0.6,-0.77,-0.11,-0.06,-0.02,0.06,-0.02,0.46,0.17,0.13,-0.08,-0.34,-0.02,0.27,-0.1,-0.46,0.01,R.01.05
-0.23,-0.74,-0.69,-0.09,0.14,0.09,-0.03,0.34,-0.07,0.34,-0.07,-0.27,-0.13,0.17,-0.23,-0.05,0.07,-0.03,-0.21,-0.01,0.02,-0.09,0.09,-0.28,-0.39,-0.22,-0.01,0.06,0.61,0.31,0.78,0.07,0.2,-0.13,-0.01,-0.15,0.37,-0.18,-0.87,-0.17,0.85,0.33,0.35,-0.54,-0.57,-0.52,0.48,-0.07,0.23,-0.18,-0.52,0.14,0.4,0.32,0.19,0.09,-0.01,-0.6,0.14,-0.07,-0.68,-0.12,0.23,-0.79,0.21,0.2,0.25,0.03,0.37,0.06,0.27,-0.13,0.12,-0.03,-0.13,-0.51,0.08,R.20.03
0.34,0.24,-0.09,-0.22,0.01,-0.401842,0.04,-0.17,0.07,-0.07,0.31,0.12,0.04,-0.03,-0.03,-0.17,0.13,-0.19,-0.07,0.13,-0.02,-0.13,0.09,-0.26,-0.16,-0.19,-0.23,-0.03,-0.37,0.1,-0.39,0.05,-0.47,0.02,-0.27,0.05,0.07,0.18,0.15,0.12,0.05,0.36,0.23,0.33,0.15,0.4,-0.23,0.29,-0.14,0.02,0.1,0.07,-0.03,0.05,-0.13,-0.23,-0.09,0.11,-0.01,-0.03,-0.0172222,0.3,-0.04,-1.04,-0.46,-0.39,0.07,0.05,-0.01,0.23,0.27,0.25,0.27,0.08,0.41,0.24,0.04,R.11.04.01
-0.67,-0.22,-0.27,-0.09,0.28,-1.2,-0.77,-0.31,0.05,0.13,0.37,0.4,0.32,0.2,0.07,0.03,0.23,-0.29,0.03,0.03,0.1,0.34,1.28,1.26,1.02,0.46,-0.53,0.71,0.02,0.47,-0.79,0.5,-0.62,0.04,-0.69,0.17,-0.62,0.4,-0.25,-0.5,-0.83,-0.3,-0.94,0.15,-0.21,-0.21,-0.5,0.21,-0.09,0.28,0.43,0.11,0.23,0.47,0.24,-0.41,-0.29,-0.73,0.25,0.01,-0.0675,-0.2,-0.01,-0.63,-0.22,-0.08,0.16,0.83,0.86,0.25,0.2,-0.05,0.09,0.28,-0.58,-0.87,-0.24,R.20.09.01
0.19,0.14,-0.34,-0.43,0.31,-0.64,-0.48,-0.26,0.22,0.23,0.27,0.01,0.1,0.13,0.14,0.02,-0.12,-0.21,0.01,0.1,0.19,-0.02,0.53,0.59,0.2,-0.24,0.16,-0.46,-0.07,-0.35,2.81,0.13,-0.2,0.53,-0.64,0.07,-0.2,-0.84,0.07,-0.28,0.25,-0.12,0.08,-0.57,-0.69,-0.76,-0.51,-0.09,0,-0.14,0.07,0.17,0.2,0.28,0.2,0.04,-0.14,-0.25,0.06,0.00409091,0.09,0.02,-0.01,0.13,-0.42,-0.13,0.06,0.42,0.25,0.2,0,-0.13,0.1,0,0.08,-0.42,-0.15,R.16.03.01
-0.6,-0.38,0.14,0.12,0.16,-0.03,-0.14,0.07,0.03,0.17,0.11,0.14,0.2,0.14,-0.03,-0.16,0.11,-0.33,0.2,-0.16,-0.8,0.29,0.58,0.59,0.5,0.02,-0.43,0.25,0.26,0.28,-0.1,0.23,-0.19,0.1,-0.64,0.02,-0.24,-0.08,-0.57,-0.18,-1.1,0.28,-0.43,0.51,-0.33,0.68,-0.51,-0.31,-0.09,-0.58,0.07,-0.16,-0.1,-0.03,0.05,0.66,0.29,0.0163235,-0.11,0.36,0.22,-0.07,0.34,-0.1,-0.29,-0.15,0.02,0.69,0.56,0.16,0.03,-0.1,-0.24,0.35,-0.28,-0.24,-0.42,R.16.03.01
0.43,-1.12,-0.47,0.38,-0.35,0.18,-0.18,0.07,0.16,-0.46,0.08,0,0.63,-0.09,0.15,-0.11,-0.04,-0.28,0.29,-0.04,0.08,-0.09,-0.02,0.09,0.09,0.07,-0.08,0.23,0.37,0.46,-0.16,0.37,-0.27,-0.06,-0.38,-0.14,-0.48,0.21,-0.05,0.09,-0.56,-0.52,-0.11,0.41,0.22,0.22,-0.44,-0.56,-0.6,-0.37,-0.77,0.13,-0.02,0.13,0.46,0.188182,0.18,0.5,0.61,0.32,0.42,-0.02,0,0.02,-0.31,-0.25,0.13,0.1,-0.12,-0.06,0.13,0.37,0.16,-0.23,0.31,-0.08,-0.17,R.42.16
-0.34,-0.17,0.11,0.16,0.51,-0.21,-0.14,-0.31,-0.07,-0.03,-0.14,-0.23,0.21,-0.01,0.18,0.13,0.15,-0.05,-0.09,-0.12,0.41,-0.18,0.42,0.24,0.2,0.06,-0.53,0.26,0.04,0.18,-0.29,0.39,-0.18,0.13,-0.81,0.13,-0.16,0.06,-0.55,0.12,-1.2,0.16,0.12,0.63,0.22,0.37,-0.77,0.03,-0.02,-0.22,0.11,-0.1,0.24,0.19,0,0.04,0.01,0.33,-0.07,0.0317442,0.06,0.29,-0.12,0.3,-0.49,-0.17,-0.27,0.07,0.22,-0.09,0.4,-0.02,0.23,-0.02,0.01,-0.04,-0.12,R.43.01.03.05
0.34,-0.25,-0.25,0.34,0.12,-0.38,0.36,-0.27,0.11,0.3,-0.15,0,0.16,0.07,-0.09,-0.44,-0.24,-0.03,0.26,-0.02,0.32,-0.08,-0.51,-0.55,-0.16,-0.01,-0.29,0.15,-0.44,-0.06,-0.21,0.08,-0.38,0.02,-0.47,0,0.15,0.37,0.22,0.53,0.16,0.24,-0.01,0.16,0.42,0.61,0.01,-0.11,-0.58,-0.07,-0.01,0.24,-0.02,0.04,0.15,-0.21,-0.22,-0.24,0.28,0.05,0.1,0.22,0.36,1.19,0.17,0.01,0.32,0.18,-0.52,-0.25,-0.06,-0.18,-0.22,0.02,-0.09,-0.33,-0.24,R.02.13.03
0.46,0,-0.45,-0.09,-0.15,0.13,-0.02,0.37,0,0.29,0.22,0.02,0.23,-0.08,-0.37,-0.05,-0.22,-0.02,-0.15,-0.27,-0.02,0.06,-0.61,-0.46,0.18,0.35,0.16,0.47,0.18,0.16,-0.3,0.01,0.22,0.81,0.14,0.46,0.41,0.08,-1.18,-0.05,0.11,-0.05,-0.16,-0.42,-0.42,-0.1,-1.3,-0.49,-0.29,-0.24,0.02,0.17,0.07,0.06,0.14,0.07,0.15,0.38,0.13,0.23,0.1,0.64,0.27,-0.17,-0.43,0.11,-0.12,0.27,0.28,0.16,0.29,0.02,-0.31,0.28,-0.09,-0.13,-0.17,R.20.09.04
-1,-2.06,-0.17,0.82,0.49,0.05,-0.3,-0.73,-0.25,-0.04,-0.04,0.12,0.29,0.17,0.29,-0.21,-0.04,-0.3,-0.04,-0.14,0.27,0.43,0.41,-0.05,-0.9,-0.5,-0.34,0.02,0.49,0.82,0.27,0.62,-0.34,-0.28,-1.02,-1.15,-0.38,-0.05,-0.04,0.41,0.37,0.48,0.81,0.48,-0.07,-0.07,-0.3,0.07,-0.76,-0.68,-0.59,-0.27,0.52,0.88,0.8,0.83,0.18,-0.53,-0.82,-0.39,-0.0415,0.51,0.56,0.18,0.07,0.1,0.08,0.27,-0.12,-0.14,0.07,-0.09,-0.23,0.02,0.07,-0.19,-0.09,R.11.02.03.01
-0.47,-0.27,0.93,1.23,0.22,0.43,0.46,0.27,-0.04,-0.46,-0.21,-0.5,-0.36,-0.12,0.08,0.15,0.33,-0.18,0.15,-0.24,0.08,-0.07,0.14,-0.12,-0.33,-0.63,-1.19,-0.41,-0.75,-0.26,-0.43,0.42,0.06,0.46,-0.56,0.3,0.15,0.06,-0.32,0.36,-0.25,0.09,0.64,0.94,0.82,0.83,0.13,-0.1,-0.19,-0.43,-0.36,-0.32,-0.27,-0.14,-0.27,0.92,0.55,-0.1,-0.2,0.0664286,-0.02,0.33,0.47,0.3,0.25,0,-0.34,-0.72,-0.83,-0.93,0.07,0.3,-0.06,-0.25,0.55,0.97,0.67,R.11.02.03.01
-0.54,0,-0.14,0.34,0.06,0,0.09,0.06,-0.09,0.05,0.29,0.05,0.06,0,-0.14,-0.18,0.02,-0.25,-0.04,-0.34,0.23,0.13,-0.01,-0.09,-0.06,-0.08,-1.2,0.21,-0.08,0.21,-0.94,0.41,-0.39,0.31,-0.44,0.39,-0.12,0.44,-0.46,0.45,-0.81,0.02,-0.25,1.01,0.63,0.85,-0.42,-0.25,-0.05,-0.23,0.06,-0.02,-0.12,0.03,-0.03,0.46,0.23,0.2,0.05,-0.0329412,-0.18,0.01,0.26,0.17,-0.17,-0.16,-0.16,0.11,0.3,0.03,0.17,0.03,-0.02,0,-0.02,-0.16,-0.14,R.16.01
-0.1,-0.71,-0.43,0.08,0.19,-0.43,-0.27,-0.34,-0.02,-0.02,0.27,0.08,0.06,-0.04,-0.08,0.03,0.22,-0.04,0.08,-0.09,-0.02,0.42,-0.14,-0.18,-0.08,0.11,-0.12,0.41,0.29,0.21,-0.1,0.27,-0.2,0.23,-0.77,0.16,0,0.18,-0.31,0.38,-0.98,-0.29,0.02,0.41,0.14,0.38,-0.18,0.41,0.08,-0.55,-0.17,-0.29,-0.19,-0.16,-0.24,0.33,0.06,0.59,-0.16,0.0602326,0.17,0.46,-0.16,-0.73,-0.61,-0.22,0.32,0.49,0.52,-0.09,0.28,-0.02,0.22,0.11,-0.1,-0.22,0.04,R.01.07.01
-0.07,-0.45,-0.54,0.2,0,-0.23,-0.47,-0.02,-0.12,0.18,0.07,-0.04,0.13,0.27,-0.08,0.09,0.05,-0.14,0,0.24,0.05,0,0,0.01,0.21,0.05,-0.13,-0.02,-0.07,-0.18,-0.65,0.01,-0.16,0.27,-0.18,0.27,0.14,-0.02,-0.46,-0.05,-0.16,0.3,-0.13,0.23,0.14,0.55,0.01,0.13,0.12,0.05,-0.09,0.19,-0.14,0.11,-0.02,-0.28,-0.32,-0.07,-0.04,-0.07,0.0113043,0.09,0.33,0.56,-0.32,0.17,0.32,0.14,-0.25,-0.09,0.34,-0.34,0.35,-0.18,-0.25,-0.49,0.04,R.11.02.03.04
0.75,-0.51,-0.163514,-0.36,-0.04,-0.26,0.15,0.24,0.12,0.07,0.03,-0.04,-0.24,0.0104444,-0.2,-0.06,-0.02,-0.16,0.17,0.11,0.09,0.04,0.3,0.03,-0.21,0.35,-0.04,0.31,0.07,0.19,-0.21,0.12,-0.35,-0.07,-0.21,-0.14,0,0.27,0.35,0.06,0.53,-0.5,-0.1,-0.16,-0.27,-0.35,0.16,0.01,-0.15,-0.28,-0.31,-0.13,0.02,0.18,0.08,-0.1,0.06,0.32,-0.01,-0.05,0.19,0.0720703,0.103594,0.67,-0.52,0.08,0.25,0.44,0.19,0.25,-0.07,-0.25,-0.31,0.13,-0.31,-0.36,-0.19,R.16.01
0,-0.15,0.49,0.12,-0.12,0.04,-0.1,-0.15,0.24,0.51,0.22,-0.33,0.1,-0.25,0.06,-0.23,0.15,-0.25,0.12,-0.19,0.22,0.01,0.04,-0.07,0.27,0.17,0.25,0.09,-0.24,-0.32,-0.3,-0.24,-0.22,0.04,-0.13,0.21,0.2,0.24,0.09,-0.02,-0.2,0.14,-0.01,0.12,-0.18,0.08,-0.41,0.09,-0.06,-0.16,0.3,-0.06,0.04,0.1,0.09,-0.11,-0.17,0.08,-0.06,0.13,0.45,0.09,0.08,0.34,-0.13,-0.23,-0.07,-0.05,-0.15,-0.03,0.19,0.21,-0.07,-0.39,0.19,0.27,-0.07,R.32.07.03
-0.25,0.5,0.36,0.08,0.09,-0.36,0.09,0.19,0.15,0.41,0.06,-0.06,0.22,0.04,0.38,-0.07,-0.07,-0.52,-0.07,-0.32,0.09,-0.24,0.66,0.8,0.77,0.49,0.1,0.51,-0.02,0.37,-0.33,0.46,-0.49,0.19,-0.63,0.04,-1.54,0.32,-0.16,0.4,-0.57,-0.08,-1.06,0.13,-0.14,-0.21,-0.44,-0.5,-0.33,-0.74,-0.17,-0.17,-0.2,-0.05,0.14,0.53,0.38,0.35,0.1,0.22,0.0732143,0.35,0.53,1.42,0.16,-0.1,-0.02,-0.37,-0.35,-0.16,-0.1,-0.1,-0.32,-0.1,0.09,0.09,-0.16,R.14.13.01.01
-1,-0.1,-0.38,0.1,0.2,-0.49,-1.11,-0.31,-0.04,0.07,0.3,0.23,0.55,0.18,-0.02,0.06,0.48,-0.148387,-0.13,-0.02,0.09,-0.04,-0.69,0.26,0.32,-0.1,-0.1,-0.01,0.05,-0.01,-0.01,-0.24,-0.21,0.08,-0.22,-0.74,0.23,0.02,0.43,0.05,0.42,0.49,0.35,0.08,-0.21,-0.24,-0.34,0.51,0.44,0.13,-0.32,0.03,0.09,0.24,0.05,-0.21,-0.45,-0.2,-0.11,-0.06,-0.00318841,0.33,-0.14,-0.97,-0.04,-0.57,0.77,0.71,0.32,0.12,0.2,-0.23,0.54,0.1,-0.52,-0.54,0.1,R.10.03.01
-0.25,-0.36,-0.36,0.24,-0.01,-0.17,0.14,0.01,0.08,-0.01,0.17,-0.1,0.01,-0.13,-0.19,-0.1,0.2,-0.23,-0.02,-0.36,0.16,0.53,-0.21,0.07,0.36,0.42,0.07,0.45,0.33,0.36,-0.31,0.3,-0.13,0.27,-0.46,0.17,0.2,0.02,-0.58,0.23,-0.8,-0.6,-0.68,0.16,0.06,0.3,0.18,-0.04,0.05,-0.2,-0.28,-0.17,-0.08,0.06,-0.06,-0.3,-0.12,0.15,0.05,0.0602326,0.28,0.21,0.27,0.34,-0.12,-0.02,-0.16,0.29,0.25,-0.48,0.03,-0.09,-0.23,0.06,0.04,-0.02,0.15,R.01.07.01
0.182727,-0.09,-0.18,-0.0718182,0.25,-0.21,0.15,-0.02,0.28,-0.26,0.15,-0.33,-0.06,-0.16,-0.09,0.11,0.1,-0.079,0.09,-0.33,0.01,0.31,0.15,0.13,-0.27,-0.11,0.33,0.24,0.22,0.24,0.33,0.1,0.02,-0.19,0.07,0.08,-0.13,-0.21,-0.13,-0.47,0.24,-0.23,0.27,-0.23,-0.17,-0.31,0.19,0.26,0.2,0.01,-0.25,-0.45,-0.07,-0.09,0.04,-0.07,0.12,0.27,-0.13,-0.23,0.0333333,0.11,0.08,0.04,-0.33,-0.33,-0.14,0.24,0.15,-0.52,0.19,0.28,0.27,-0.12,0.24,-0.31,0.34,R.01.01
-0.38,-0.23,0.2,0.03,0.25,-0.43,0.2,0.02,0.36,-0.19,0.17,0.12,0.17,-0.23,-0.14,-0.35,0.02,-0.33,0.1,-0.19,0.13,0.32,0.06,0.11,0.38,-0.15,-0.1,-0.79,-0.26,-0.79,-0.37,0.31,0,0.52,0.31,0.36,0.06,-0.2,0.02,-0.13,-0.1,-0.5,0.17,0.35,0.4,0.35,-0.09,-0.01,-0.39,-0.09,0.11,0.06,-0.15,0.05,0.12,0.08,0.09,-0.54,0.2,0.35,-0.000535714,-0.32,0.53,0.06,-0.36,-0.14,0.35,0.66,0.2,0.34,0.06,-0.08,-0.06,-0.02,-0.36,-0.39,-0.27,R.01.05
0.39,0.94,-0.257778,-0.01,0.22,-0.16,0.16,0.121111,0.44,0.08,0.18,-0.45,-0.16,0.13,-0.14,0.15,0.58,-0.18,-0.38,0.1,-0.38,-0.18,0.01,0.53,0.23,-0.09,0.05,-0.4,0.26,-0.18,-0.32,-0.06,-0.26,-0.03,-0.26,-0.02,0.12,-0.1,0.08,-0.02,-0.1,0.49,0.36,-0.06,-0.36,0.12,0.37,0.26,0.54,0.03,-0.09,-0.74,-0.55,-0.57,-0.55,0.56,0.52,0.47,0.04,0.106667,-0.23,0.18,-0.24,-0.42,-0.03,-0.05,-0.03,0.07,-0.1,0.12,-0.12,0.22,0.46,-0.23,0.28,-0.13,-0.05,R.14.01
0.46,0,-0.51,-0.34,-0.17,-0.15,0.05,-0.12,0.08,-0.29,-0.22,-0.03,0.2,-0.29,0.67,-0.15,-0.12,-0.34,0.39,0.32,-0.19,0.36,-0.36,0.12,0.18,-0.08,0.215,-0.07,0.3536,-0.21,0.296923,0.2,0.0669231,0.01,0.171923,0.09,0.353333,-0.43,0.246818,-0.08,0.457917,-0.0973077,0.427391,0.28,0.09,0.27,0.38,0.21,0.04,0,-0.2,-0.09,0.02,0.08,0.12,-0.16,0.11,-0.27,0.13,-0.13,0.00578947,-0.25,0.01,-0.64,0.21,0.55,0.07,-0.09,-0.21,0.18,0.1,-0.04,0.11,-0.3,0.14,-0.22,0.14,R.20.03
0.03,-0.56,-0.51,-0.42,0,-0.51,0.06,-0.34,0.15,-0.0127143,0.05,-0.09,-0.03,-0.13,0.48,-0.06,-0.08,-0.25,0.11,-0.11,0.16,0.58,1.05,0.94,0.54,0.14,0.11,0.41,-0.2,0.29,-0.41,0.26,-0.5,-0.03,-0.85,-0.24,-0.41,0.12,0.26,0.11,-0.31,-0.25,-0.24,-0.13,-0.35,-0.29,-0.1,-0.32,-0.49,-0.35,-0.16,-0.12,-0.12,-0.11,0.12,-0.01,0.17,0.29,0.14,0.23,-0.010463,0.49,0.31,-0.24,-0.36,-0.28,-0.19,0.03,-0.11,0.01,0.24,0.21,0.17,-0.13,0.43,0.19,0.03,R.43.01.03.05
